slip,'S L IH P',s,'IH'
from,'F R AH M',s,''
the,'DH AH',s,''
great,'G r e T',s,''
was,'W AA Z',s,'AA'
our,'OW R',s,''
terror,'T e r ǝ R',s,''
our,'OW R',s,''
comfort,'K ɤ M F ǝ R T',s,''
and,'AH N D',s,''
honorale,'AA N ER AH B AH L',s,'AA'
deeds,'D IY D Z',s,'IY'
with,'W IH DH',s,'IH'
be,'B IY',s,'IY'
bold,'B OW L D',s,''
in,'IH N',s,'IH'
us,'AH S',s,''
thou,'DH AW',s,''
bees,'B IY Z',s,'IY'
in,'IH N',s,'IH'
hottest,'HH AA T AH S T',s,'AA'
led,'L EH D',s,''
by,'B AY',s,'AY'
their,'DH EH R',s,''
master,'M AW S T ǝ R',s,''
to,'T UW',s,'UW'
the,'DH AH',s,''
fields,'F IY L D Z',s,'IY'
and,'AH N D',s,''
be,'B IY',s,'IY'
on,'AA N',s,'AA'
and,'AH N D',s,''
as,'AE Z',s,'AE'
he,'HH IY',s,'IY'
so,'S OW',s,''
we,'W IY',s,'IY'
all,'AA L',s,'AA'
with,'W IH DH',s,'IH'
him,'HH IH M',s,'IH'
and,'AH N D',s,''
ours,'OW R Z',s,''
with,'W IH DH',s,'IH'
befall,'B IH F AO L',s,'IH AO'
what,'W AH T',s,''
will,'W IH L',s,'IH'
