h,a,pp,i,n,e,ss;HH,AE,P,IY,N,AH,S;s; 
f,o,r;F,AO,R;s; 
h,e;HH,IY;s; 
b,e;B,IY;s; 
th,a,t;DH,AE,T;s; 
d,i,m,s;D,IH,M,Z;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,i,s;DH,IH,S;s; 
t,o,r,n;T,AO,R,N;s; 
a,n,d;AH,N,D;s; 
r,e,n,t;R,EH,N,T;s; 
m,y;M,AY;s; 
v,e,r,y;V,EH,R,IY;s; 
h,ea,r,t;HH,AA,R,T;s; 
i;AY;s; 
y,ie,l,d,e,d;Y,IY,L,D,AH,D;s; 
t,o;T,UW;s; 
th,i,s;DH,IH,S;s; 
i;AY;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
r,ea,d;r,e,D;s; 
b,u,t;B,AH,T;s; 
h,a,d;HH,AE,D;s; 
s,u,m,s;S,ɤ,M,Z;s; 
o,f;AH,V;s; 
g,o,l,d;G,OW,L,D;s; 
a,n,d;AH,N,D;s; 
w,i,th;W,IH,DH;s; 
th,ei,r;DH,EH,R;s; 
a,n,d;AH,N,D;s; 
ou,r;OW,R;s; 
h,e,n,r,y;HH,EH,N,R,IY;s; 
h,i,s;HH,IH,Z;s; 
t,o;T,UW;s; 
w,i,th;W,IH,DH;s; 
th,a,t;DH,AE,T;s; 
n,o;N,OW;s; 
v,a,n,t,a,g,e,s;V,AE,N,T,IH,JH,IH,Z;s; 
a,n,d;AH,N,D;s; 
s,o;S,OW;s; 
h,e;HH,IY;s; 
h,a,th;HH,AE,TH;s; 
g,r,ea,t,e,s,t;G,r,e,T,ǝ,S,T;s; 
a,n,d;AH,N,D;s; 
g,i,v,e,n;G,IH,V,AH,N;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
p,a,r,i,s;P,EH,R,IH,S;s; 
i,s;IH,Z;s; 
l,o,s,t;L,AO,S,T;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
s,t,a,n,d,s;S,T,AE,N,D,Z;s; 
o,n;AA,N;s; 
a;AH;s; 
c,o,n,c,l,u,d,e,d;K,AH,N,K,L,UW,D,AH,D;s; 
o,n;AA,N;s; 
th,e;DH,AH;s; 
a,r,t,i,c,l,e,s;AA,R,T,IH,K,ǝ,L,Z;s; 
th,e;DH,AH;s; 
p,ee,r,s;P,IY,R,Z;s; 
a,g,r,ee,d;ǝ,ɡ,r,IY,D;s; 
a,n,d;AH,N,D;s; 
h,e,n,r,y;HH,EH,N,R,IY;s; 
w,a,s;W,AA,Z;s; 
w,e,ll;W,EH,L;s; 
t,o;T,UW;s; 
d,u,k,e,d,o,m,s;D,Y,UW,K,D,ǝ,M,Z;s; 
f,o,r;F,AO,R;s; 
a;AH;s; 
f,ai,r;F,EH,R;s; 
i;AY;s; 
c,a,nn,o,t;K,AE,N,AA,T;s; 
th,e,m;DH,EH,M;s; 
a,ll;AA,L;s; 
wh,a,t;W,AH,T;s; 
i,s;IH,Z;s; 
t,o;T,UW;s; 
th,e,m;DH,EH,M;s; 
a,n,d;AH,N,D;s; 
n,o,t;N,AA,T;s; 
th,ei,r;DH,EH,R;s; 
ch,ea,p;CH,IY,P;s; 
o,f;AH,V;s; 
th,ei,r;DH,EH,R;s; 
a,n,d;AH,N,D;s; 
f,r,ie,n,d,s;F,R,EH,N,D,Z;s; 
a,n,d;AH,N,D;s; 
t,o;T,UW;s; 
s,t,i,ll;S,T,IH,L;s; 
l,o,r,d,s;L,AO,R,D,Z;s; 
t,i,ll;T,IH,L;s; 
a,ll;AA,L;s; 
b,e;B,IY;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
g,oo,d,s;G,UH,D,Z;s; 
w,ee,p,s;W,IY,P,S;s; 
o,v,e,r;OW,V,ǝ,R;s; 
th,e,m;DH,EH,M;s; 
a,n,d;AH,N,D;s; 
h,i,s;HH,IH,Z;s; 
h,a,p,l,e,ss;HH,AE,P,L,AH,S;s; 
a,n,d;AH,N,D;s; 
h,i,s;HH,IH,Z;s; 
a,n,d;AH,N,D;s; 
s,t,a,n,d,s;S,T,AE,N,D,Z;s; 
a,l,oo,f;AH,L,UW,F;s; 
a,ll;AA,L;s; 
i,s;IH,Z;s; 
a,n,d;AH,N,D;s; 
a,ll;AA,L;s; 
i,s;IH,Z;s; 
r,ea,d,y;R,EH,D,IY;s; 
t,o;T,UW;s; 
a,n,d;AH,N,D;s; 
n,o,t;N,AA,T;s; 
h,i,s;HH,IH,Z;s; 
s,o;S,OW;s; 
y,o,r,k;Y,AO,R,K;s; 
m,u,s,t;M,AH,S,T;s; 
s,i,t;S,IH,T;s; 
a,n,d;AH,N,D;s; 
f,r,e,t;F,R,EH,T;s; 
a,n,d;AH,N,D;s; 
h,i,s;HH,IH,Z;s; 
h,i,s;HH,IH,Z;s; 
l,a,n,d,s;L,AE,N,D,Z;s; 
f,o,r;F,AO,R;s; 
a,n,d;AH,N,D;s; 
s,o,l,d;S,OW,L,D;s; 
m,e,th,i,n,k,s;M,IH,TH,IH,NG,K,S;s; 
th,e;DH,AH;s; 
r,ea,l,m,s;R,EH,L,M,Z;s; 
o,f;AH,V;s; 
e,n,g,l,a,n,d;IH,NG,G,L,AH,N,D;s; 
a,n,d;AH,N,D;s; 
b,ea,r;B,EH,R;s; 
th,a,t;DH,AE,T;s; 
t,o;T,UW;s; 
m,y;M,AY;s; 
f,l,e,sh;F,L,EH,SH;s; 
a,n,d;AH,N,D;s; 
b,l,oo,d;B,L,AH,D;s; 
a,s;AE,Z;s; 
d,i,d;D,IH,D;s; 
th,e;DH,AH;s; 
f,a,t,a,l;F,EY,T,AH,L;s; 
b,r,a,n,d;B,R,AE,N,D;s; 
u,n,t,o;AH,N,T,UW;s; 
th,e;DH,AH;s; 
h,ea,r,t;HH,AA,R,T;s; 
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
b,o,th;B,OW,TH;s; 
g,i,v,e,n;G,IH,V,AH,N;s; 
u,n,t,o;AH,N,T,UW;s; 
th,e;DH,AH;s; 
f,r,e,n,ch;F,R,EH,N,CH;s; 
c,o,l,d;K,OW,L,D;s; 
f,o,r;F,AO,R;s; 
m,e;M,IY;s; 
f,o,r;F,AO,R;s; 
i;AY;s; 
h,a,d;HH,AE,D;s; 
o,f;AH,V;s; 
e,v,e,n;IY,V,IH,N;s; 
a,s;AE,Z;s; 
i;AY;s; 
o,f;AH,V;s; 
f,e,r,t,le;F,ER,T,AH,L;s; 
a;AH;s; 
w,i,ll;W,IH,L;s; 
wh,e,n;ʍ,e,N;s; 
y,o,r,k;Y,AO,R,K;s; 
sh,a,ll;SH,AE,L;s; 
c,l,ai,m;K,L,EH,M;s; 
h,i,s;HH,IH,Z;s; 
a,n,d;AH,N,D;s; 
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; 
i;AY;s; 
w,i,ll;W,IH,L;s; 
th,e;DH,AH;s; 
p,a,r,t,s;P,AA,R,T,S;s; 
a,n,d;AH,N,D;s; 
a;AH;s; 
o,f;AH,V;s; 
t,o;T,UW;s; 
a,n,d;AH,N,D;s; 
wh,e,n;ʍ,e,N;s; 
i;AY;s; 
c,l,ai,m;K,L,EH,M;s; 
th,e;DH,AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; 
f,o,r;F,AO,R;s; 
th,e;DH,AH;s; 
g,o,l,d,e,n;G,OW,L,D,ǝ,N;s; 
m,a,r,k;M,AA,R,K;s; 
i;AY;s; 
s,ee,k;S,IY,K;s; 
t,o;T,UW;s; 
n,o,r;N,AO,R;s; 
sh,a,ll;SH,AE,L;s; 
l,a,n,c,a,s,t,e,r;L,AW,NG,K,AW,S,T,ǝ,R;s; 
u,s,u,r,p;Y,UW,S,ER,P;s; 
m,y;M,AY;s; 
n,o,r;N,AO,R;s; 
th,e;DH,AH;s; 
i,n;IH,N;s; 
h,i,s;HH,IH,Z;s; 
f,i,s,t;F,IH,S,T;s; 
n,o,r;N,AO,R;s; 
w,ea,r;W,EH,R;s; 
th,e;DH,AH;s; 
u,p,o,n;AH,P,AA,N;s; 
h,i,s;HH,IH,Z;s; 
f,i,t,s;F,IH,T,S;s; 
n,o,t;N,AA,T;s; 
f,o,r;F,AO,R;s; 
a;AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; 
th,e,n;DH,EH,N;s; 
y,o,r,k;Y,AO,R,K;s; 
b,e;B,IY;s; 
s,t,i,ll;S,T,IH,L;s; 
t,i,ll;T,IH,L;s; 
d,o;D,OW;s; 
s,e,ve;S,ER,V;s; 
w,a,t,ch;W,AA,T,SH;s; 
th,ou;DH,AW;s; 
a,n,d;AH,N,D;s; 
wh,e,n;ʍ,e,N;s; 
b,e;B,IY;s; 
a,s,l,ee,p;AH,S,L,IY,P;s; 
t,o;T,UW;s; 
p,r,y;P,R,AY;s; 
i,n,t,o;IH,N,T,UW;s; 
th,e;DH,AH;s; 
s,e,c,r,e,t,s;S,IY,K,R,AH,T,S;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
