h,a,pp,i,n,e,ss;HH,AE,P,IY,N,AH,S;s; 
b,y;B,AY;s; 
th,e;DH,AH;s; 
d,ea,th;D,EH,TH;s; 
o,f;AH,V;s; 
h,i,m;HH,IH,M;s; 
th,a,t;DH,AE,T;s; 
d,ie,d;D,AY,D;s; 
f,o,r;F,AO,R;s; 
a,ll;AA,L;s; 
c,ou,n,t,ie,s;K,AW,N,T,IY,Z;s; 
w,re;W,ER;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
b,u,t;B,AH,T;s; 
w,ee,p,s;W,IY,P,S;s; 
m,y;M,AY;s; 
s,o,n;S,AO,̃;s; 
w,e,n,t;W,EH,N,T;s; 
a,m,b,i,t,io,n;AE,M,B,IH,SH,AH,N;s; 
h,i,m;HH,IH,M;s; 
d,o;D,OW;s; 
f,o,r;F,AO,R;s; 
th,ei,r;DH,EH,R;s; 
i,t;IH,T;s; 
u,s;AH,S;s; 
t,o;T,UW;s; 
f,o,r;F,AO,R;s; 
th,e;DH,AH;s; 
r,ea,l,m;R,EH,L,M;s; 
i;AY;s; 
n,e,v,e,r;N,e,V,ǝ,R;s; 
b,u,t;B,AH,T;s; 
o,f;AH,V;s; 
d,i,d;D,IH,D;s; 
b,ea,r;B,EH,R;s; 
h,i,m;HH,IH,M;s; 
a;AH;s; 
g,e,n,t,l,e,m,a,n;JH,EH,N,T,AH,L,M,AH,N;s; 
o,f,t;AO,F,T;s; 
i;AY;s; 
s,ee,n;S,IY,N;s; 
th,e;DH,AH;s; 
c,a,r,d,i,n,a,l;K,AA,R,D,AH,N,AH,L;s; 
a;AH;s; 
th,a,n;DH,AE,N;s; 
a;AH;s; 
m,a,n;M,AE,N;s; 
a,s;AE,Z;s; 
s,t,ou,t;S,T,AW,T;s; 
a,n,d;AH,N,D;s; 
a,s;AE,Z;s; 
h,e;HH,IY;s; 
w,re;W,ER;s; 
l,o,r,d;L,AO,R,D;s; 
o,f;AH,V;s; 
a,ll;AA,L;s; 
s,w,ea,r;S,W,EH,R;s; 
a;AH;s; 
a,n,d;AH,N,D;s; 
d,e,m,ea,n;D,IH,M,IY,N;s; 
h,i,m,s,e,l,f;HH,IH,M,S,EH,L,F;s; 
th,e;DH,AH;s; 
r,u,l,e,r;r,UW,L,ǝ,R;s; 
o,f;AH,V;s; 
a;AH;s; 
m,y;M,AY;s; 
s,o,n;S,AO,̃;s; 
th,e;DH,AH;s; 
c,o,m,f,o,r,t;K,ɤ,M,F,ǝ,R,T;s; 
o,f;AH,V;s; 
m,y;M,AY;s; 
d,ee,d,s;D,IY,D,Z;s; 
a,n,d;AH,N,D;s; 
h,a,th;HH,AE,TH;s; 
w,o,n;W,ɤ,N;s; 
th,e;DH,AH;s; 
g,r,ea,t,e,s,t;G,r,e,T,ǝ,S,T;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
c,o,mm,o,n,s;K,AA,M,AH,N,Z;s; 
b,u,t;B,AH,T;s; 
g,oo,d;G,UH,D;s; 
a,n,d;AH,N,D;s; 
y,o,r,k;Y,AO,R,K;s; 
a,c,t,s;AE,K,T,S;s; 
i,n;IH,N;s; 
i,n;IH,N;s; 
th,e,m;DH,EH,M;s; 
t,o;T,UW;s; 
c,i,v,i,l;S,IH,V,AH,L;s; 
i,n;IH,N;s; 
th,e;DH,AH;s; 
h,ea,r,t;HH,AA,R,T;s; 
o,f;AH,V;s; 
wh,e,n;ʍ,e,N;s; 
th,ou;DH,AW;s; 
r,e,g,e,n,t;R,IY,JH,AH,N,T;s; 
f,o,r;F,AO,R;s; 
ou,r;OW,R;s; 
th,ee;DH,IY;s; 
a,n,d;AH,N,D;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
j,oi,n;JH,OY,N;s; 
w,e;W,IY;s; 
f,o,r;F,AO,R;s; 
th,e;DH,AH;s; 
p,u,b,l,i,c;P,ɤ,B,L,IH,K;s; 
g,oo,d;G,UH,D;s; 
i,n;IH,N;s; 
wh,a,t;W,AH,T;s; 
w,e;W,IY;s; 
c,a,n;K,AE,N;s; 
t,o;T,UW;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
th,e;DH,AH;s; 
c,a,r,d,i,n,a,l;K,AA,R,D,AH,N,AH,L;s; 
w,i,th;W,IH,DH;s; 
a,n,d;AH,N,D;s; 
a,m,b,i,t,io,n;AE,M,B,IH,SH,AH,N;s; 
a,n,d;AH,N,D;s; 
a,s;AE,Z;s; 
w,e;W,IY;s; 
ch,e,r,i,sh;CH,EH,R,IH,SH;s; 
d,ee,d,s;D,IY,D,Z;s; 
d,o;D,OW;s; 
t,e,n,d;T,EH,N,D;s; 
th,e;DH,AH;s; 
p,r,o,f,i,t;P,R,AA,F,AH,T;s; 
o,f;AH,V;s; 
th,e;DH,AH;s; 
l,a,n,d;L,AE,N,D;s; 
th,e,n;DH,EH,N;s; 
h,a,te;AW,S,T;s; 
a,n,d;AH,N,D;s; 
l,oo,k;L,UH,K;s; 
u,n,t,o;AH,N,T,UW;s; 
th,e;DH,AH;s; 
m,ai,n;M,EH,N;s; 
r,ea,s,o,n;r,EH,Z,ǝ,N;s; 
wh,h,y;ʍ,ǝ,IH;s; 
b,e;B,IY;s; 
i,n;IH,N;s; 
th,i,s;DH,IH,S;s; 
m,y;M,AY;s; 
l,o,r,d;L,AO,R,D;s; 
i;AY;s; 
t,o;T,UW;s; 
i,t;IH,T;s; 
a,t;AE,T;s; 
f,u,ll;F,UH,L;s; 
b,u,t;B,AH,T;s; 
o,f;AH,V;s; 
h,a,t,f,ie,l,d;HH,AE,T,F,IY,L,D;s; 
d,ie,d;D,AY,D;s; 
a,n;AE,N;s; 
th,i,s;DH,IH,S;s; 
e,d,m,u,n,d;EH,D,M,AH,N,D;s; 
i,n;IH,N;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
a,s;AE,Z;s; 
i;AY;s; 
r,ea,d;r,e,D;s; 
l,ai,d;L,EH,D;s; 
c,l,ai,m;K,L,EH,M;s; 
u,n,t,o;AH,N,T,UW;s; 
th,e;DH,AH;s; 
c,r,o,w,n;K,r,ǝ,UH,N;s; 
a,n,d;AH,N,D;s; 
b,u,t;B,AH,T;s; 
f,o,r;F,AO,R;s; 
h,a,d;HH,AE,D;s; 
b,ee,n;B,IH,N;s; 
wh,o;HH,UW;s; 
k,e,p,t;K,EH,P,T;s; 
h,i,m;HH,IH,M;s; 
i,n;IH,N;s; 
t,i,ll;T,IH,L;s; 
h,e;HH,IY;s; 
d,ie,d;D,AY,D;s; 
b,u,t;B,AH,T;s; 
t,o;T,UW;s; 
th,e;DH,AH;s; 
r,e,s,t;R,EH,S,T;s; 
ou,r;OW,R;s; 
m,y;M,AY;s; 
l,o,r,d;L,AO,R,D;s; 
b,r,ea,k;B,R,EY,K;s; 
w,e;W,IY;s; 
o,ff;AO,F;s; 
w,e;W,IY;s; 
y,ou,r;Y,AO,R;s; 
a,t;AE,T;s; 
f,u,ll;F,UH,L;s; 
y,ou,r;Y,AO,R;s; 
a,n,d;AH,N,D;s; 
f,a,ll;F,AA,L;s; 
t,o;T,UW;s; 
wh,a,t;W,AH,T;s; 
th,u,m,p;TH,ɤ,M,P;s; 
th,e,n;DH,EH,N;s; 
s,ee;S,IY;s; 
th,ou;DH,AW;s; 
th,u,m,p;TH,ɤ,M,P;s; 
m,a,s,t,e,r;M,AW,S,T,ǝ,R;s; 
w,e,ll;W,EH,L;s; 
s,t,a,n,d;S,T,AE,N,D;s; 
a,p,a,r,t;ǝ,P,AW,R,T;s; 
th,e;DH,AH;s; 
sh,a,ll;SH,AE,L;s; 
y,ou,r;Y,AO,R;s; 
d,r,ea,d;D,R,EH,D;s; 
l,o,r,d;L,AO,R,D;s; 
th,e;DH,AH;s; 
c,o,mm,o,n,s;K,AA,M,AH,N,Z;s; 
s,e,n,d;S,EH,N,D;s; 
y,ou;Y,UW;s; 
b,y;B,AY;s; 
m,e;M,IY;s; 
u,n,l,e,ss;ɤ,N,L,e,S;s; 
l,o,r,d;L,AO,R,D;s; 
b,e;B,IY;s; 
t,o;T,UW;s; 
d,ea,th;D,EH,TH;s; 
o,r;AO,R;s; 
f,ai,r;F,EH,R;s; 
t,e,rr,i,t,o,r,ie,s;T,EH,R,AH,T,AO,R,IY,Z;s; 
w,i,ll;W,IH,L;s; 
b,y;B,AY;s; 
t,ea,r;T,IY,R;s; 
h,i,m;HH,IH,M;s; 
f,r,o,m;F,R,AH,M;s; 
y,ou,r;Y,AO,R;s; 
a,n,d;AH,N,D;s; 
h,i,m;HH,IH,M;s; 
w,i,th;W,IH,DH;s; 
g,r,ie,v,ou,s;G,R,IY,V,AH,S;s; 
d,ea,th;D,EH,TH;s; 
b,y;B,AY;s; 
h,i,m;HH,IH,M;s; 
th,e;DH,AH;s; 
g,oo,d;G,UH,D;s; 
d,ie,d;D,AY,D;s; 
i,n;IH,N;s; 
h,i,m;HH,IH,M;s; 
f,ea,r;F,IY,R;s; 
y,ou,r;Y,AO,R;s; 
d,ea,th;D,EH,TH;s; 
a,n,d;AH,N,D;s; 
o,f;AH,V;s; 
a,n,d;AH,N,D;s; 
f,r,ee;F,R,IY;s; 
f,r,o,m;F,R,AH,M;s; 
a;AH;s; 
s,t,u,bb,o,r,n;S,T,ɤ,B,ǝ,R,N;s; 
i,n,t,e,n,t;IH,N,T,EH,N,T;s; 
a,s;AE,Z;s; 
b,ei,n,g;B,IY,IH,NG;s; 
t,o;T,UW;s; 
c,o,n,t,r,a,d,i,c,t;K,AA,N,T,R,AH,D,IH,K,T;s; 
y,ou,r;Y,AO,R;s; 
l,i,k,i,n,g;L,ǝ,IH,K,IH,N;s; 
th,e,m;DH,EH,M;s; 
th,u,s;DH,ɤ,S;s; 
i,n;IH,N;s; 
h,i,s;HH,IH,Z;s; 
i,n;IH,N;s; 
o,f;AH,V;s; 
y,ou,r;Y,AO,R;s; 
m,o,s,t;M,OW,S,T;s; 
th,a,t;DH,AE,T;s; 
i,f;IH,F;s; 
y,ou,r;Y,AO,R;s; 
i,n,t,e,n,d;IH,N,T,EH,N,D;s; 
t,o;T,UW;s; 
s,l,ee,p;S,L,IY,P;s; 
a,n,d;AH,N,D;s; 
th,a,t;DH,AE,T;s; 
n,o;N,OW;s; 
m,a,n;M,AE,N;s; 
d,i,s,t,u,r,b;D,IH,S,T,ɐ,R,B;s; 
y,ou,r;Y,AO,R;s; 
r,e,s,t;R,EH,S,T;s; 
i,n;IH,N;s; 
p,ai,n;P,EH,N;s; 
o,f;AH,V;s; 
y,ou,r;Y,AO,R;s; 
o,r;AO,R;s; 
p,ai,n;P,EH,N;s; 
o,f;AH,V;s; 
d,ea,th;D,EH,TH;s; 
y,e,t;Y,EH,T;s; 
a;AH;s; 
s,t,r,ai,t;S,T,R,EY,T;s; 
e,d,i,c,t;e,D,IH,K,T;s; 
w,re;W,ER;s; 
a;AH;s; 
s,ee,n;S,IY,N;s; 
w,i,th;W,IH,DH;s; 
th,a,t;DH,AE,T;s; 
s,l,y,l,y;S,L,AY,L,IY;s; 
t,o,w,a,r,d,s;T,AH,W,AO,R,D,Z;s; 
y,ou,r;Y,AO,R;s; 
m,a,j,e,s,t,y;M,AE,JH,AH,S,T,IY;s; 
i,t;IH,T;s; 
w,re;W,ER;s; 
b,u,t;B,AH,T;s; 
n,e,c,e,ss,a,r,y;N,EH,S,AH,S,EH,R,IY;s; 
y,ou;Y,UW;s; 
w,re;W,ER;s; 
l,e,s,t;L,EH,S,T;s; 
b,ei,n,g;B,IY,IH,NG;s; 
i,n;IH,N;s; 
th,a,t;DH,AE,T;s; 
s,l,u,m,b,e,r;S,L,ɤ,M,B,ǝ,R;s; 
th,e;DH,AH;s; 
m,o,r,t,a,l;M,AO,R,T,AA,L;s; 
th,e;DH,AH;s; 
s,l,ee,p;S,L,IY,P;s; 
a,n,d;AH,N,D;s; 
th,e,r,e,f,re;DH,EH,R,F,AO,R;s; 
d,o;D,OW;s; 
y,ou;Y,UW;s; 
f,o,r,b,i,d;F,ǝ,R,B,IH,D;s; 
th,a,t;DH,AE,T;s; 
w,i,ll;W,IH,L;s; 
g,ua,r,d;G,AA,R,D;s; 
y,ou;Y,UW;s; 
y,ou;Y,UW;s; 
w,i,ll;W,IH,L;s; 
o,r;AO,R;s; 
n,o;N,OW;s; 
f,r,o,m;F,R,AH,M;s; 
f,e,ll;F,EH,L;s; 
a,s;AE,Z;s; 
i,s;IH,Z;s; 
w,i,th;W,IH,DH;s; 
a,n,d;AH,N,D;s; 
f,a,t,a,l;F,EY,T,AH,L;s; 
y,ou,r;Y,AO,R;s; 
h,i,s;HH,IH,Z;s; 
w,o,r,th;W,AO,R,TH;s; 
i,s;IH,Z;s; 
o,f;AH,V;s; 
d,i,s,t,u,r,b;D,IH,S,T,ɐ,R,B;s; 
h,i,m;HH,IH,M;s; 
n,o,t;N,AA,T;s; 
l,e,t;L,EH,T;s; 
h,i,m;HH,IH,M;s; 
p,a,ss;P,AE,S;s; 
m,y;M,AY;s; 
l,o,r,d;L,AO,R,D;s; 
i;AY;s; 
w,i,th;W,IH,DH;s; 
m,y,s,e,l,f;M,AY,S,EH,L,F;s; 
th,e;DH,AH;s; 
o,f;AH,V;s; 
th,i,s;DH,IH,S;s; 
m,o,s,t;M,OW,S,T;s; 
a,n,d;AH,N,D;s; 
i,n;IH,N;s; 
m,y;M,AY;s; 
d,o;D,OW;s; 
h,i,s;HH,IH,Z;s; 
th,e;DH,AH;s; 
t,o;T,UW;s; 
s,ea,t;S,IY,T;s; 
i;AY;s; 
i,t;IH,T;s; 
i,s;IH,Z;s; 
g,r,ea,t;G,r,e,T;s; 
s,i,n;S,IH,N;s; 
t,o;T,UW;s; 
s,w,ea,r;S,W,EH,R;s; 
u,n,t,o;AH,N,T,UW;s; 
a;AH;s; 
s,i,n;S,IH,N;s; 
b,u,t;B,AH,T;s; 
g,r,ea,t,e,r;G,r,e,T,ǝ,R;s; 
s,i,n;S,IH,N;s; 
