     = 
					  - Jovem accusative     ˈDZHOW:VeM
					  - je     ZHǝ
- God have mercy     ˌGɒDǝˈMɐ:RSǝIH
- I am    ǝIHM
- I should     TSHUHD
- I will    ǝIHL
- I would    ǝIHD
- ai     EH:
- am     =
- and     =
- and it    AWN
- are    AA:R
- avez     AWˈVeZ
- been    BIY:N
- beest    BIY:ST; UWNSTr BIH
- by     BəIH
- by the     BIHTH
- ces     ʾSe
- de     Dǝ
- diddest     DIHDS
- do    =
- does    DɤZ
- doing     ˈDUW:IHN
- du      Dy
- haddest    AWD
- harum genitive feminine plural     ˈHHAA:RUHM
- hast    AW
- have it     AWVT
- having     ˈAWVIHN
- he has    ǝZ
- he will    IY:L
- he would    IY:D
- here     IY:R
- hers     ɐ:RZ
- herself    ǝRˈSeLF
- him    IHM
- his    IHZ
- horum genitive masculine or neuter plural     ˈHHAO:rUHM
- hunc accusative masculine singular     HHIHNGK
- il     IYL
- in     =
- in it     IHNT
- in thy     IHDHIH
- is     IHZ
- it had     TǝD
- it has     TǝZ
- it is     IHTS
- it was     TWǝZ
- it were     TWǝR
- it will     TWIHL
- it would    WUHD
- itself    IHTˈSeLF
- la det feminin     LAW
- me    MIY:
- melius     ˈMeLIHUHS
- meus det     ˈMe:UHS
- mienne pro     MYEH:N
- mio     ˈMIY:OW:
- mon det singular masculin     MAÕ
- my     MǝIH
- nobis     ˈNOW:BIHS
- of it     ɒVT
- of the     ǝTH
- ourself    OW:RˈSeLF
- ourselves     OW:RˈSeLVZ
- out of     ˈǝUHT ǝV
- quae    KWEH::
- quod    KWɒD
- she    SHIY:
- she would    SHIY:D
- sit     SIHT
- soit     SWEH:
- suis     SWIY
- the one     TɒN
- thee     =
- their    DHEH::R
- theirs    DHEH::RZ
- themselves     =
- they have     DHEH::V
- they would     DHEH::D
- those     DHOW:Z
- thou art     DHAA:RT
- thou hast     DHAWST
- thou wilt     DHǝUHL
- thy     DHǝIH
- thyself    DHIHˈSeLF
- to    UW:
- to his     TUHZ
- to the     TǝTH
- ton     TAÕ
- tu     TUW:
- tuae     ˈTUW:e
- va     VAW
- votre     ˈVAOTrǝ
- we     =
- we are     WEH::R
- we have     WIY:V
- we would     WIY:D
- who    UW:
- who will    UW:L
- whom    UW:M
- with     WIHTH
- ye    YIY:
- you will    =
- your    YUW:R
- yours     YUW:RZ
- été     eˈTe
- être     ˈEH::Trǝ
Abergavenny     ˌAWBǝRˈɡAWNǝIH
Abhorson     ǝˈBAO:RSǝN
Absey     ˈAWBSIY:
Adam     =
Adonis     ǝˈDOW:NIHS
Adramadio     ˌAWDrǝˈMAA:DIHOW:
Adriana     ˌAWDrIHˈAA:Nǝ
Adriatic     EH::DrIHˈAWTIHK
Aegles     ˈIY:ɡLIY:Z
Aeolus     ˈIY:ǝLǝS
Aeson     ˈIY:SǝN
Afric     ˈAWFrIHK
African     =
Agamemnon    AWɡǝˈMeMNǝN
Agincourt     ˈAWDZHIHNˌKAO:RT
Aguecheek     ˈEH::ɡYUW:ˌTSHIY:K
Ajax    ˈEH::DZHǝKS
Albany    ˈAA:LBǝNǝIH
Albion    =
Alcides     AALˈSǝIHDIY:Z
Alençon    ǝˈLeNSǝN
Alexandrian     AALIHKˈSAWNDrIHǝN
All Souls’ Day     ˈAA:L ˈSOW:LZ ˌDEH::
All-Hallowmass     ˈAA:L-ˈAALǝMAWS
Almain     ˈAWLMEH::N
Alonso     ǝˈLɒNZOW:
Alphonso     AWLˈFɒNSOW:
Amaimon     ǝˈMAWMǝN
Amazon    ˈAWMǝˌZɒN
Amazons    ˈAWMǝˌZɒNZ
Amphimacus    AWMˈFIHMǝˌKɤS
Ampthill     ˈAWMTIHL
Amyntas     ǝˈMIHNTǝS
Ancus     ˈAWNGKǝS
Andren     ˈAWNDrǝN
Andromache    AWNˈDrɒMǝKIY:
Andronicus    AWNˈDrɒNIHˌKɤS
Angelo    ˈAWNDZHǝˌLOW:
Angleterre     AÃɡLǝˈTEH::R
Annius     ˈAWNIHǝS
Antenorides     ˌAWNTǝˈNɒrIHˌDIY:Z
Antiopa    AWNˈTǝIHǝˌPAW
Antipholus    AWNˈTIHFǝˌLɤS
Antoniad    AWNˈTOW:NIHˌAWD
Antonius    AWNˈTOW:NIHˌɤS
Apennines     ˈAWPǝˌNǝIHNZ
April    ˈEH::PrIHL
Aquitaine     ˌAWKWIHˈTEH::N
Arabian     ǝˈrEH::BIHǝN
Arc     AA:RK
Archibald     ˌAA:RTSHIHˈBAA:LD
Arden     ˈAA:RDǝN
Argier     AARˈDZHIY:R
Ariel    ˈEH::rIHǝL
Aristotle    ˈAWrIHSTɒTL
Armagnac     ˈAA:RMIHˌNAWK
Armenia     ˈAA:RMIY:NIHǝ
Artemidorus     ɐ:RˌTeMIHˈDAO:rǝS
Arviragus     ˌAA:RVIHˈrAWɡǝS
Ascanius     ǝˈSKEH::NIHǝS
Ashford     ˈAWSHFǝRD
Athenian    ǝˈTIY:NIHǝN
Athens     ˈAWTǝNZ
Aubrey     ˈAO:BrǝIH
Augustus     AO:ˈɡɤSTǝS
Austria    ˈɒSTrIHǝ
Autolycus     AO:ˈTɒLIHKǝS
B      =
Bacchus     ˈBAWKəS
Bagot     ˈBAWɡəT
Banbury     ˈBAWNBrəIH
Banister    ˈBAWNIHˌSTɐ:R
Barbary    ˈBAA:RBrəIH
Barbason     ˈBAA:RBəSəN
Bardolph    ˈBAA:RDɒLF
Bargulus    ˈBAA:RɡəˌLɤS
Barnardine    ˈBAA:RNəRˌDəIHN
Barnes     BAA:RNZ
Barson     ˈBAA:RSəN
Bartholomew    ˈBAA:RTLˌMYUW:
Basan     ˈBAWSəN
Bassanio    BəˈSAA:NIHOW:
Beatrice    ˈBIY:əˌTrIHS
Beaumont    BOW:ˈMɒNT
Bedlam     =
Bel     =
Belarius     BIHˈLAWrIHəS 
Belch      =
Belmont     =
Belzebub     ˈBeLZIHBəB
Benedict     =
Bentii     ˈBeNTIHIY: 
Berkeley     ˈBAA:RKLəIH
Berowne    BəˈrUW:N
Bertram    ˈBɐ:RTrəM
Bess     =
Best     =
Bevis     ˈBIY:VIHS
Bezonian    BIHˈZOW:NIHəN
Bezonians    BIHˈZOW:NIHəNZ
Bible     ˈPəIHBəL
Biondello     ˌBIY:əNˈDeLOW:
Birnam     ˈBɐ:RNəN
Blackfriars    ˌBLAWKˈ FrəIHRZ
Blackmere     ˈBLAWKˌMEH::R
Blanche     BLAO:NSH
Blithild     ˈBLIHTIHLD
Blumer     ˈBLUW:MəR
Blunt    BLɤNT
Blunts    BLɤNTS
Bocchus     ˈBɒKəS
Bohemian     BOW:ˈIY:MIHəN
Bona      ˈBOW:Nə
Borachio     BɒˈrAWTSHIHOW:
Boreas     ˈBɒrIHəS
Bouciqualt     ˈBUW:SIHˌKWAAL
Bourbon    ˈBUW:RBəN
Boyet     BəˈYeT
Brabantio     BrAWˈBAWNSIHOW:
Brakenbury    ˈBrAWKəNBrəIH
Brandusium n     BrAWNˈDUW:ZIHUHM
Brecknock     =
Bridget     =
Britain     =
Briton     =
Britons     = 
Britons’     = 
Brokenbury     ˈBrɒKəNBrəIH
Bullcalf      ˈBUHLˌKAO:F
Bullen     =
Bullens     = 
Burton     ˈBɐ:RTəN
Butler      ˈBɤTLəR
Byzantium     BIHˈZAWNSIHˌUHM
C      =
Cacodemon     ˌKAWKǝˈDIY:MǝN
Cade    KEH::D
Cades    KEH::DZ
Caesarian     SIHˈZAWrIHǝN
Cain    KEH::N
Caithness     ˈKAWTHNeS
Caius     ˈKǝIHǝS
Calais     ˈKAWLIHS
Caliban    ˈKAWLIHˌBAWN
Calibans    ˈKAWLIHˌBAWNZ
Cambio    ˈKAWMBIHOW:
Camelot     =
Campeius     KAWMˈPEH::ǝS
Candy      ˈKAWNDǝIH
Canidius     KǝˈNIHDIHǝS
Canterbury    ˈKAWNTǝRˌBrIY:
Caper      ˈKEH::PǝR
Caphis     ˈKAWFIHS
Cappadocia     ˌKAWPǝˈDOW:SIHǝ
Capuchius     KǝˈPUW:TSHIHǝS
Carnarvonshire     KǝRˈNAA:RVǝNˌSHǝIHR
Carthage     ˈKAA:RTIHDZH
Casca    ˈKAWSKǝ
Cassandra    KǝˈSAWNDrǝ
Cassio    ˈKAWSIHOW:
Castiliano     ˌKAWSTIHLIHˈAA:NOW:
Cathayan     KǝˈTEH::ǝN
Catling      ˈKAWTLIHN
Caucasus     =
Cedus     ˈSIY:DǝS
Celius     ˈSIY:LIHǝS
Cerberus     ˈSɐ:RBrǝS
Cesario    SIHˈZAWrIHOW:
Champ     SHɒMP
Chanticleer     ˈTSHAO:NTIHˌKLIY:R
Charbon     ˈSHAWRBɒN
Charing Cross     ˌTSHAWrIHN-ˈKrɒS
Charlemaine    ˈSHAA:RLǝˌMEH::N
Charmian     ˈTSHAA:RMIHǝN
Charon     ˈKAWrǝN
Chartreux     SHAA:RˈTrǝ:
Charybdis     KǝˈrIHBDIHS
Chatillon     SHǝˈTIHLIHǝN
Chertsey     ˈTSHɐ:RTSǝIH
Chester     ˈTSHeSTǝR
Chetas     ˈKIY:TǝS
Chiron     ˈKǝIHrǝN
Cholchos     ˈKɒLKǝS
Christ    KrǝIHST
Christian    ˈKrIHSTIHǝN
Christians    ˈKrIHSTIHǝNZ
Christmas     =
Christophero     KrIHSˈTɒFǝROW:
Cicero    ˈSIHSrOW:
Cimmerian     SIHˈMIY:rIHǝN
Cinna     ˈSIHNǝ
Cinque Ports     ˈSIHNGK ˈPAORTS
Citherea    ˌSIHTHǝˈrIY:ǝ
Clare     KLEH::R
Claudius     =
Cleomines     KLIY:ˈɒMIYˌNIY:Z
Cleopatra    ˌKLIY:OW:ˈPAWTrǝ
Clitus     ˈKLǝIHTǝS
Clotharius     KLɒˈTAWrIHǝS
Cobham     ˈKɒBǝM
Colebrook     ˈKOW:LBrUHK
Colmekill     ˈKOW:LMKIHL
Constantine     ˈKɒNSTǝNˌTǝIHN
Cook      =
Cophetua     KǝˈFeTǝ
Corambus     KǝˈrAWMBǝS
Cordelion    ˈKAO:RDǝˈLIY:ǝN
Corinth     ˈKɒrIHNT
Coriolanus     ˌKɒrIHǝˈLEH::NǝS
Cornelia    KAO:RˈNIY:LIHǝ
Cornish     ˈKAO:RNIHSH
Cornwall     ˈKAO:RNWAA:L
Cotswold     ˈKɒTSǝL
Cotus     ˈKOW:TǝS
Courtney     ˈKAO:RTNǝIH
Crab      =
Cretan     =
Crispian    ˈKrIHSPIHˌAWN
Crispin     =
Cromer     ˈKrOW:MǝR
Curtis     ˈKɐ:RTIHS
Cymbeline     ˈSIHMBǝLIY:N
Cyprus     ˈSIHPrǝS
Dagonet     ˈDAWGǝˌNeT
Dame      DEH::M
Damon     ˈDEH::MǝN
Daniel     =
Dardan     ˈDAA:RDǝN
Dardanius     DAA:RˈDEH::NIHǝS
Darius     ˈDAWrIHǝS
Daventry     ˈDEH::NTrǝIH
December     DIHˈSeMBǝR
Decretas     DIHˈKrEH::TǝS
Deiphobus    DEH::ˈIHFǝˌBɤS
Delay      DIHˈLEH::
Delphos     =
Demetrius    DIHˈMIY:TrIHǝS
Denmark    ˈDeNMAA:RK
Denny     ˈDeNǝIH
Deucalion     DYUW:ˈKEH::LIHǝN
Devonshire    ˈDeVǝNˌSHǝIHR
Diana    DǝIHˈAWNǝ
Dickon     ˈDIHKǝN
Dictynna     DIHKˈTIHNǝ
Dieu     DYø
Diomed     ˈDǝIHǝ-ˌMeD 
Diomedes    DǝIHˈɒMIHˌDIY:Z
Dis     DIHS 
Dives     ˈDIY:VEH::Z
Dogberry     ˈDɒGBrǝIH
Doit      DǝIHT
Doll      =
Dombledon     ˈDUHMBǝLDǝN
Domitius     DǝˈMIHSIHǝS
Don      =
Doncaster     ˈDɒNKAWSTǝR
Doreus     ˈDɒRIHǝS
Dorset     ˈDAO:RSǝT
Double      ˈDɤBǝL
Dover     ˈDOW:VǝR
Duchy     ˈDɤTSHǝIH
Duff      DɤF
Duncan    ˈDɤNGKǝN
Dunsinane    ˈDɤNSIHˌNEH::N
Dunstable    ˈDɤNSBǝL
Dutchman    ˈDɤTSHMǝN
E      =
Easter     ˈeSTǝR
Eden     =
Edmondsbury    ˈeDMǝNZˌBrǝIH
Edward    ˈeDWǝRD
Egeus     IHˈDZHIY:ǝS
Egypt     =
Elizabeth     ǝˈLIHZǝˌBeT
Ellen     =
Elysium    ǝˈLIHZIHUH
Emillius     eˈMIHLIHǝS 
Emperor    ˈeMPǝˌrAO:R
Empress     =
Enceladus    eNˈSEH:LǝˌDɤS
English     =
Englishman     =
Englishman’s     = 
Englishmen     = 
Ephesian    eˈFIY:ZIHǝN
Ephesians    eˈFIY:ZIHǝNZ
Epidamium     ˌePIHˈDAWMIHǝM
Eros     ˈIY:rɒS
Erpingham    ˈɐ:RPIHNGˌAW
Essex     =
Ethiopian    ˌIY:TIHˈOW:PIHǝN
Eton     =
Euphrates     YUHˈFrEH::TIY:Z
Europa     YUHˈrOW:Pǝ
Exeter    ˈeKSIHTǝR
Exton     =
Fabian     ˈFEH::BIHǝN
Fairy Queen     ˈFEH::rǝIH-ˈKWIY:N
Falconbridge     ˈFAO:KǝNˌBrIHDZH
Fenton     =
Ferdinand    ˈFɐ:RDIHˌNAWND
Ferdinando     ˌFɐ:RDIHˈNAWNDOW:
Ferrara     FeˈrAA:rǝ
Ferris     =
Feste     ˈFeSTǝ
Fife      FǝIHF
Finsbury    ˈFIHNZBǝˌrǝIH
Fitzwater    FIHTZˈWAA:TǝR
Fitzwaters    FIHTZˈWAA:TǝRZ
Flanders     ˈFLAWNDǝRZ
Flavio     ˈFLAWVIHOW:
Fleming     =
Flibbertigibbet     ˌFLIHBǝRTIHˈDZHIHBIHT
Flora     =
Florentine    ˈFLɒrǝNˌTǝIHN
Florentines    ˈFLɒrǝNˌTǝIHNZ
Florizel     ˈFLɒrIHˌZeL
Fluellen     FLUW:ˈeLǝN
Flute      =
Fontybell     =
Forres     ˈFɒrIHS
Forthlight      ˈFAO:RTHLǝIHT
Fortuna      FAO:RˈTUW:Nǝ
France     FrAWNS
Francis     =
Franciscan     =
Fraterretto     ˌFrAWTǝˈreTOW:
French     =
Frenchman     =
Frenchman’s     = 
Frenchmen     = 
Frenchmen’s     = 
Friday    ˈFrǝIHDEH::
Fridays    ˈFrǝIHDEH::Z
Frogmore     ˈFrɒGMAO:R
Fulvia     =
Furnivall     ˈFɐ:RNIHVAAL
G     =
Gadshill      ˈGAWDZIHL
Gallia     ˈGAWLIHǝ
Gallian     ˈGAWLIHǝN
Gam      =
Gardiner     ˈGAA:RDNǝR
Gargrave     ˈGAA:RGrEH::V
Garter      ˈGAA:RTǝR
Gaul     =
Genoa     =
Geoffrey    ˈDZHeFrǝIH
Gerard     ˈDZHerǝRD
German    ˈDZHɐ:RMǝN
Germans    ˈDZHɐ:RMǝNZ
Germany    ˈDZHɐ:RMǝˌNǝIH
Gertrude     ˈGAA:RTrUHD
Gilliams     ˈGIHLIHǝMZ
Gis     DZHIHS
Glamis    ˈGLAWMIHS
Glansdale     ˈGLAWNZDEH::L
Gloucestershire    ˈGLɒSTǝRˌSHǝIHR
Goliasses    GǝˈLǝIHǝˌSIHZ
Goliath     GǝˈLǝIHǝTH 
Gonzago    GǝNˈZAA:GOW:
Good Friday     ˌGUHD ˈFrǝIHDEH::
Goodrig     ˈGUHDrIHG
Goodwin     =
Goodwins     = 
Gorboduc     ˈGAO:RBǝˌDɤK
Gorgon     ˈGAO:RGǝN
Goth    GOW:T
Goths    GOW:TS
Greek     =
Greeks     = 
Greeks’     = 
Green      =
Gremio    ˈGreMIHOW:
Grey      GrEH::
Griffith     =
Guichard     ˈGIY:SHAA:RD
Guiderius     GIHˈDerIHǝS
Guienne     GIY:ˈeN
Guinevere     ˈGWIHNǝVǝR
Gurney     ˈGUW:RNǝIH
Guynes     GIY:N
H      EH::TSH
Hacket     ˈAWKIHT
Hagar     ˈEH::GǝRZ 
Hal     AWL
Half Moon     ˌAO:F-ˈMUW:N
Half-Can      ˈAO:F-ˌKAWN
Hamlet    ˈAWMLǝT
Hannibal     ˈAWNIHˌBAAL
Hebrew     ˈIY:BrUW:
Hecuba    ˈeKYǝˌBAW
Helena    ˈeLǝNǝ
Helias     ˈeLIHǝS
Henricus     ˌHHeNˈrIY:KUHS
Herbert     ˈɐ:RBǝRT
Hercules     ˈɐ:RKYǝˌLIY:Z
Hereford    ˈɐ:RFǝRD
Hermes     ˈɐ:RMIY:Z
Hermione    ǝRˈMǝIHǝˌNIY:
Herod    ˈerǝD
Herods    ˈerǝDZ
Hertford     ˈɐ:RTFǝRD
Hesperus    ˈeSPǝˌrɤS
Hippocrates     IHˈBɒKrǝTIY:Z
Hirsius     ˈɐ:RSIHǝS
Holofernes     ˈɒLǝˌFɐ:RNIY:Z
Holy Land     ˈOW:LǝIH ˌLAWND
Horace     ˈɒrIHS
Hortensius     AO:RˈTeNSIHǝS
Hostilius     ɒSˈTIHLIHǝS
Hubert    ˈYUW:BǝRT
Huberts    ˈYUW:BǝRTS
Hugh     YUW:
Hume    YUW:M
Hungarian     ɤNGˈGEH::rIHǝN
Hybla     ˈǝIHBLǝ
Hydra-headed     ˈǝIHDrǝ-ˌeDIHD
Hymen    ˈǝIHMǝN
Hymens    ˈǝIHMǝNZ
Hyrcan     ˈɐ:RKǝN
Hyrcanian     ɐ:RˈKEH::NIHǝN
Iachimo    ˈYAWKIHMOW:
Iago     IY:ˈAA:GOW:
Iceland     ˈǝIHSLǝND
Iden     ˈǝIHDǝN
Ilium     ˈIHLIHǝM
Illyrian     IHˈLIHrIHǝN
Imogen    ˈIHMǝˌDZHeN
Inde     ǝIHND
Indian     =
Inns of Court     ˈIHNZ ǝ ˈKAO:RT
Inverness     =
Ionian     ǝIHˈOW:NIHǝN
Ipswich     =
Iras     ˈǝIHrǝS
Iris     ˈǝIHrIHS
Irishman     ˈǝIHrIHSHMǝN
Isabel    ˈIHZBeL
Iscariot     IHSˈKAWrIHǝT
Isis     ˈǝIHSIHS
Israel     =
Italy     ˈIHTǝLǝIH
Jack-a-lent     ˈDZHAWKǝˌLeNT
Jack-priest     =
Jack-slave     ˈDZHAWKˌSLEH::V
Jackanape    ˈDZHAWKǝˌNEH::P
Jackanapes    ˈDZHAWKǝˌNEH::PS
James     DZHEH::MS
Jane     DZHEH::N
Janus     ˈDZHEH::NǝS
Jaquenetta    ˌDZHAWKǝˈNeTǝ
Jeronimy     DZHǝˈrɒNIHMǝIH
Jesus     =
Jewry     ˈDZHUW:rǝIH
Jill     =
Jills     = 
Joan     DZHOW:N
John-a-dreams     ˈDZHɒN-ǝ-ˌDrIY:MZ
Jordan      DZHAO:RˈDEH::N
Joshua     =
Jude     =
Jule      =
Juliana     DZHUHLIHˈAWNǝ
Julietta    DZHUHLIHˈeTAW
Juliettas    DZHUHLIHˈeTAWZ
Julius     =
June     =
Junius     =
Juno    ˈDZHUW:NOW:
Jupiter    ˈDZHUW:PIHTǝR
Kate    KEH::T
Kates    KEH::TS
Katherina     ˌKAWTǝˈrIY:Nǝ
Keepdown      ˈKIY:PDǝUHN
Kentish     =
LC -ed     = 
LC ~s    ɐ:RLZ
